Department_Code,Course_Number,Course_Name,Course_Description,Course_Credits,Course_Prerequisits
BIOL,3991,Research Internship II,A work-term option consisting of a minimum of 120 hours as a research intern with a full-time faculty member in the Department of Biology. The work-term will usually take place during either the spring or summer session. Students will write| and be graded on| a report on their work experience that details the nature of the research| the nature of their contribution| and how the work term has changed their world-view of biology. Students may be required to present an oral summary to the Department. Students interested in the intern option should contact potential supervisors. Students may obtain credit for no more than one internship with a single faculty member| and for no more than two internships in total.,0.5,Permission of the supervisor. Students must have an overall B average in previous Biology courses.
BIOL,4101,Honours Thesis,A research problem in biology on a selected topic. The student will prepare a report of the research and present a Biology Department seminar. Students must verify which Biology faculty member will supervise the research before completing the third year of study.,1,Students may not use data collected for Biology 3990/3991 (Research Internship I and II) toward the honours thesis. May only be taken with the written consent of the instructor and the Chair of the Department.
BIOL,4111,Parasitology,Study of the protozoan| helminth and arthropod parasites. Emphasis is placed on parasitism as a biological phenomenon. Laboratory work will be concerned with a study of the structure and identification of representative parasites as well as an explanation of techniques used in parasitology.,0.5,Biology 3212 or permission of the instructor
BIOL,4113,Community Ecology,Principles of ecology and evolution used to explain patterns| process| structure and function of ecological communities.,0.5,none
BIOL,4115,Ecology of Disturbed Habitats,Habitat and plant community response to natural and human induced ecosystem disturbances will be discussed with special reference to type| intensity and frequency of disturbance. Particular attention will be focused on regeneration strategies of dominant plants| species diversity and composition| nearground microclimate| and changes in soil physical and chemical properties. Vulnerability and resilience of ecosystem integrity will be explained on the basis of biotic and abiotic factors with special reference to boreal forests. Remediation of adverse ecological impacts resulting from human induced disturbances will be discussed. Technical writing based on field and laboratory studies| term papers| and seminar presentations are required components of the course.,0.5,Biology 2210 and 3114
BIOL,4117,Advances in Contemporary Ecology,An investigation of topics in contemporary ecology with an emphasis on large-scale patterns of abundance and distribution of organisms in nature. Topics covered will include the importance of scale in ecology| latitudinal patterns of species richness| range size theory| and the relationship between abundance and distribution. This course will consist of the compilation| analysis and interpretation of macroecological data.,0.5,none
BIOL,4211,Mammalogy,Origin| relationship and structure of mammals. A survey of the families of living mammals: past and present distribution of important groups. Special attention is given to Ontario forms.,0.5,none
BIOL,4212,Biology of Fishes,Course lectures consider fish as a form of vertebrate organization with emphasis on evolution| anatomy| physiology| behaviour| migration and distribution| while the laboratory emphasizes ecology| distribution and systematics of the local fauna. Some field trips.,0.5,none
BIOL,4230,Cancer Biology,Cellular basis of cancer; chemical- and radiation-induced mutations and DNA repair; genes of development; signaling molecules; cell-cell interactions; invasion and metastasis; tumour pathology; apoptosis; immune system. Cancer epidemiology| treatment and relevant ethical issues.,0.5,Biology 3330 and Chemistry 3271 or permission of the instructor
BIOL,4231,Ornithology,The biology of birds| including their evolution| systematics| anatomy| ecology| and behaviour. Aspects of avian morphology| such as plumages| internal anatomy| and adaptations for feeding and locomotion| will be examined using study specimens. Identification| distribution| and natural history of Ontario birds will be emphasized.,0.5,Biology 1110 and 2210 or permission of the instructor
